식품명,대표식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g)
에이드_스파클링 망고,에이드,100ml,35,,0.06,,
에이드_스파클링 베리,에이드,100ml,36,,0.03,,
에이드_스파클링 제주 레몬 스웨디쉬,에이드,100ml,50,,0,,12.47
에이드_애플망고 선셋 티 에이드,에이드,100ml,31,,0,,
에이드_애플망고 스파클링 에이드,에이드,100ml,31,,0.02,,
에이드_오렌지 스파클링 에이드,에이드,100ml,33,,0.08,,
에이드_오렌지 크러쉬드 에이드,에이드,100ml,31,,0.17,,7.57
에이드_오렌지에이드,에이드,100ml,34,,0.32,,
에이드_유니콘매직에이드 블루,에이드,100ml,39,,0.01,,
에이드_유니콘매직에이드 핑크,에이드,100ml,31,,0.04,,
에이드_유자레이드,에이드,100ml,51,,0.25,0.09,12.4
에이드_자두 에이드 (L),에이드,100ml,36,,0.13,,
에이드_자몽 스파클링 (L),에이드,100ml,42,,0,,
에이드_자몽 스파클링 (V),에이드,100ml,39,,0,,
에이드_자몽 스파클링 에이드,에이드,100ml,28,,0,,
에이드_자몽 에이드 (EX),에이드,100ml,31,,0.16,,
에이드_자몽 에이드 (L),에이드,100ml,38,,1.56,,
에이드_자몽 에이드,에이드,100ml,30,,0.16,,
에이드_자몽 에이드,에이드,100ml,32,,0.11,,
에이드_자몽 에이드,에이드,100ml,31,,0,,
에이드_자몽 파인 스파클링,에이드,100ml,45,,0.21,,
에이드_자몽 히비스커스 티 에이드 (L),에이드,100ml,25,,0,,
에이드_자몽에이드,에이드,100ml,29,,0.04,,
에이드_자몽에이드,에이드,100ml,41,,0.16,,
에이드_자몽에이드,에이드,100ml,36,,0.32,,
에이드_자몽에이드,에이드,100ml,38,,0.35,0.06,8.96
에이드_제주 한라봉 크러쉬드 에이드,에이드,100ml,86,,0.22,0.04,21.09
에이드_청포도 스파클링 (L),에이드,100ml,46,,0,,
에이드_청포도 스파클링 (V),에이드,100ml,46,,0,,
에이드_청포도 스파클링,에이드,100ml,43,,0.21,,
에이드_청포도 에이드 (EX),에이드,100ml,30,,0.04,,
에이드_청포도 에이드 (L),에이드,100ml,37,,0,,
경단_콩,경단,100g,314,21.2,3.51,0.46,74.03
에이드_청포도 에이드,에이드,100ml,32,,0.04,,
에이드_청포도 펄 에이드,에이드,100ml,35,,0.02,,
에이드_청포도에이드,에이드,100ml,43,,0.03,,
에이드_청포도에이드,에이드,100ml,39,,0,,
에이드_청포도에이드,에이드,100ml,53,,0.01,0.18,12.7
에이드_체리 레몬 에이드,에이드,100ml,65,,0,,
에이드_체리콕,에이드,100ml,46,,0.03,,
에이드_체리콕,에이드,100ml,56,,0.01,0.05,13.9
에이드_포레스트 에이드,에이드,100ml,40,,0.11,0.11,
에이드_폭탄에이드,에이드,100ml,44,,0.11,0.06,10.7
에이드_핑크 용과 레모네이드 병음료,에이드,100ml,46,,0,,
에이드_한라 자몽 에이드,에이드,100ml,33,,1.01,,
에이드_한라봉 스파클링 에이드 아이스(ICED),에이드,100ml,39,,0,,9.05
에이드_한라봉에이드,에이드,100ml,31,,0.28,,
에이드_히비스엘더에이드,에이드,100ml,36,,0.06,,
오미자차_감귤 오미자차 핫(HOT),오미자차,100ml,44,,0.03,,
오미자차_감귤오미자차 아이스(ICED),오미자차,100ml,44,,0.03,,
우롱차_우롱티 아이스(ICED) (J),우롱차,100ml,1,,0.15,,
우롱차_우롱티 아이스(ICED) (L),우롱차,100ml,1,,0,,
우롱차_우롱티 아이스(ICED),우롱차,100ml,1,,0.17,,
우롱차_우롱티 핫(HOT) (J),우롱차,100ml,1,,0,,
우롱차_우롱티 핫(HOT) (L),우롱차,100ml,1,,0,,
우롱차_피치우롱 아이스(ICED),우롱차,100ml,3,,0.23,,0.47
우롱차_피치우롱 핫(HOT),우롱차,100ml,3,,0.25,,0.5
유자차_고흥 유자 레몬 캐모마일 티,유자차,100ml,21,,0,,5.07
유자차_고흥 유자차 아이스(ICED),유자차,100ml,62,,0.28,,
유자차_고흥 유자차 핫(HOT),유자차,100ml,62,,0.28,,
유자차_고흥유자 아이스(ICED),유자차,100ml,58,,0,,14.47
유자차_고흥유자 핫(HOT),유자차,100ml,66,,0,,16.59
유자차_맑은 유자 플럼 티,유자차,100ml,34,,0.06,,
유자차_사과유자차 아이스(ICED),유자차,100ml,34,,0.04,,
유자차_사과유자차 핫(HOT),유자차,100ml,38,,0.05,,
유자차_사과유자차,유자차,100ml,38,,0.1,0,
유자차_상그리아 유자 티 아이스(ICED),유자차,100ml,46,,0.06,,
유자차_상그리아 유자 티 핫(HOT),유자차,100ml,46,,0.06,,
유자차_유자 민트 티 아이스(ICED) (Tall),유자차,100ml,41,,0,,
유자차_유자 민트 티 핫(HOT) (Tall),유자차,100ml,66,,0,,
유자차_유자 차 아이스(ICED) (L),유자차,100ml,46,,0.22,,
유자차_유자 차 핫(HOT) (L),유자차,100ml,46,,0.22,,
유자차_유자 캐모마일 아이스(ICED),유자차,100ml,44,,0,,
유자차_유자 캐모마일 핫(HOT),유자차,100ml,44,,0,,
유자차_유자 티,유자차,100ml,19,,0,,
유자차_유자 피나콜라다 아이스(ICED),유자차,100ml,45,,0.15,,
유자차_유자 피나콜라다 핫(HOT),유자차,100ml,48,,0.12,,
유자차_유자 피나콜라다,유자차,100ml,45,,0,0,11.3
유자차_유자레몬티  핫(HOT) (R),유자차,100ml,73,,0,,
유자차_유자레몬티 아이스(ICED) (R),유자차,100ml,52,,0,,
유자차_유자레몬티 핫(HOT) (L),유자차,100ml,61,,0,,
유자차_유자차 아이스(ICED),유자차,100ml,43,,0.04,,
유자차_유자차 핫(HOT),유자차,100ml,48,,0.05,,
유자차_유자차,유자차,100ml,45,,0.1,,
유자차_유자차,유자차,100ml,28,,0,,
유자차_유자티 아이스(ICED),유자차,100ml,67,,0.24,,
유자차_유자티 핫(HOT),유자차,100ml,68,,0.26,,
유자차_유자티,유자차,100ml,56,,0.13,0.07,13.7
자몽차_꿀자몽티,자몽차,100ml,58,,0.13,0.07,14.3
자몽차_루비자몽 아이스(ICED),자몽차,100ml,56,,0,,14.04
자몽차_루비자몽 핫(HOT),자몽차,100ml,64,,0,,16.1
자몽차_시트러스자몽 아이스(ICED),자몽차,100ml,33,,0,,8.23
자몽차_오렌지자몽티 아이스(ICED) (L),자몽차,100ml,38,,0.21,,
자몽차_오렌지자몽티 아이스(ICED) (R),자몽차,100ml,31,,0.24,,
자몽차_오렌지자몽티 핫(HOT) (L),자몽차,100ml,47,,0.21,,
자몽차_자몽 네이블 오렌지 아이스(ICED),자몽차,100ml,49,,0.15,,
자몽차_자몽 네이블 오렌지 핫(HOT),자몽차,100ml,47,,0.1,,
자몽차_자몽 네이블오렌지,자몽차,100ml,59,,0,0,14.78
자몽차_자몽 차 아이스(ICED) (L),자몽차,100ml,49,,0.22,,
자몽차_자몽 차 핫(HOT) (L),자몽차,100ml,49,,0.22,,
자몽차_자몽 티 아이스(ICED),자몽차,100ml,32,,0.11,,
자몽차_자몽 티 핫(HOT),자몽차,100ml,32,,0.11,,
자몽차_자몽 티,자몽차,100ml,40,,0.28,,
자몽차_자몽블랙티,자몽차,100ml,45,,0.03,,
자몽차_자몽차 아이스(ICED),자몽차,100ml,42,,0.06,,
자몽차_자몽차 핫(HOT),자몽차,100ml,50,,0.07,,
자몽차_자몽차,자몽차,100ml,36,,0.17,0,
자몽차_자몽차,자몽차,100ml,45,,0.08,,
자몽차_자몽티 아이스(ICED),자몽차,100ml,40,,0.33,,
자몽차_자몽티 아이스(ICED),자몽차,100ml,24,,0.24,,5.85
자몽차_자몽티 아이스(ICED),자몽차,100ml,41,,0,,
자몽차_자몽티 핫(HOT),자몽차,100ml,70,,0.25,,
자몽차_자몽티 핫(HOT),자몽차,100ml,32,,0.32,,7.74
자몽차_자몽티 핫(HOT),자몽차,100ml,41,,0,,
자몽차_캐모마일 자몽 릴렉싱 티,자몽차,100ml,29,,0.08,,
자몽차_허니 자몽티,자몽차,100ml,52,,0.32,,12.9
자몽차_홍자몽차 아이스(ICED),자몽차,100ml,38,,0.28,,
자몽차_홍자몽차 핫(HOT),자몽차,100ml,38,,0.28,,
자몽홍차_꿀 자몽 블랙티,자몽홍차,100ml,47,,0,,
자몽홍차_오렌지자몽블랙티 아이스(ICED),자몽홍차,100ml,18,,0.01,,
자몽홍차_오렌지자몽블랙티 핫(HOT),자몽홍차,100ml,31,,0.02,,
자몽홍차_자몽 허니 블랙 티 아이스(ICED) (Tall),자몽홍차,100ml,35,,0,,
자몽홍차_자몽 허니 블랙 티 핫(HOT) (Tall),자몽홍차,100ml,35,,0,,
자몽홍차_허니 자몽 블랙티,자몽홍차,100ml,39,,0.08,,
자몽홍차_허니자몽블랙티 아이스(ICED),자몽홍차,100ml,37,,0.06,,
자몽홍차_허니자몽블랙티 핫(HOT),자몽홍차,100ml,51,,0.1,,
자몽홍차_허니자몽블랙티,자몽홍차,100ml,55,,0.14,0.03,13.53
커피_과테말라 누에보 오리엔테,커피,100ml,1,,0.06,,
커피_그린티도피오라떼 아이스(ICED),커피,100ml,65,,1.97,,
커피_그린티도피오라떼 핫(HOT),커피,100ml,86,,2.82,,
커피_꼰대라떼 아이스(ICED),커피,100ml,71,,0.49,2.2,12.44
커피_꼰대라떼 핫(HOT),커피,100ml,94,,0.65,2.9,16.45
커피_꿀아메리카노 아이스(ICED),커피,100ml,31,,0.17,,
커피_꿀아메리카노 핫(HOT),커피,100ml,30,,0.15,,
커피_나이트로 바닐라 크림 (Tall),커피,100ml,23,,0.28,,
커피_나이트로 콜드 브루 (Tall),커피,100ml,1,,0,,
커피_낭만 달고나 카페라떼 아이스(ICED),커피,100ml,102,,1.25,,
커피_낭만 달고나 카페라떼 핫(HOT),커피,100ml,110,,1.25,,
커피_넘버원모카 아이스(ICED) (L),커피,100ml,84,,1.52,,
커피_넘버원모카 아이스(ICED) (R),커피,100ml,91,,0.89,,
커피_넘버원모카 핫(HOT) (L),커피,100ml,113,,2.15,,
커피_넘버원모카 핫(HOT) (R),커피,100ml,123,,2.14,,
커피_니트로 콜드브루,커피,100ml,1,,0,,
커피_니트로커피,커피,100ml,3,,0.24,,
커피_달고나 아인슈페너 아이스(ICED),커피,100ml,121,,0.21,,
커피_달고나 크림커피 아이스(ICED),커피,100ml,140,,1.48,,
커피_달고나카페라떼 아이스(ICED) (L),커피,100ml,69,,1.69,,
커피_달고나카페라떼 아이스(ICED) (Max),커피,100ml,61,,1.52,,
커피_달고나카페라떼 아이스(ICED) (R),커피,100ml,62,,1.45,,
커피_달고나카페라떼 핫(HOT) (L),커피,100ml,88,,2.96,,
커피_달고나카페라떼 핫(HOT) (R),커피,100ml,89,,3.1,,
커피_달달연유라떼 아이스(ICED),커피,100ml,66,,2.33,,
커피_달달연유라떼 핫(HOT),커피,100ml,116,,4,,
커피_더블 베네브루 디카페인 (S),커피,100ml,75,,0.95,,
커피_더블 베네브루 블루밍 (S),커피,100ml,76,,0.95,,
커피_더블 베네브루 시그니처 (S),커피,100ml,77,,0.95,,
커피_더블샷 바닐라 딜라이트 아이스(ICED),커피,100ml,63,,1.98,,
커피_더블샷 바닐라 딜라이트 핫(HOT),커피,100ml,79,,3.11,,
커피_더블에스프레소,커피,100ml,37,,1.67,,
커피_더치 블랙 에티오피아 예가체프,커피,100ml,2,,0.13,,
커피_더치 블랙 케냐AA,커피,100ml,2,,0.13,,
커피_더치 썬셋,커피,100ml,47,,1.4,,
커피_더치 오션,커피,100ml,48,,1.4,,
커피_더치라떼,커피,100ml,21,,1.01,0.88,2.16
커피_더치아메리카노,커피,100ml,3,,0.18,0.01,0.51
커피_데일리오트코코넛라떼 아이스(ICED) (L),커피,100ml,97,,1.32,,
커피_데일리오트코코넛라떼 아이스(ICED) (Max),커피,100ml,97,,1.32,,
커피_데일리오트코코넛라떼 아이스(ICED) (R),커피,100ml,98,,1.23,,
커피_데일리오트코코넛라떼 핫(HOT) (L),커피,100ml,127,,1.78,,
커피_데일리오트코코넛라떼 핫(HOT) (R),커피,100ml,126,,1.74,,
커피_돌체 카페라떼 아이스(ICED) (J),커피,100ml,88,,1.69,,
커피_돌체 카페라떼 아이스(ICED) (L),커피,100ml,88,,1.69,,
커피_돌체 카페라떼 핫(HOT) (J),커피,100ml,115,,2.54,,
커피_돌체 카페라떼 핫(HOT) (L),커피,100ml,115,,2.42,,
커피_돌체 카푸치노 N2,커피,100ml,85,,1.27,,
커피_돌체 콜드 브루 (Tall),커피,100ml,75,,2.25,,
커피_돌체 콜드브루 라떼,커피,100ml,49,,1.96,1.31,
커피_돌체라떼 아이스(ICED),커피,100ml,77,,2.5,,11.04
커피_돌체라떼 아이스(ICED),커피,100ml,54,,1.41,,
커피_돌체라떼 아이스(ICED),커피,100ml,53,,1.93,,
커피_돌체라떼 핫(HOT),커피,100ml,103,,3.53,,13.65
커피_돌체라떼 핫(HOT),커피,100ml,62,,2.54,,
커피_돌체라떼 핫(HOT),커피,100ml,61,,2.08,,
커피_듀얼브루 디카페인 아메리치노 아이스(ICED),커피,100ml,6,,0.24,,0.98
커피_듀얼브루 디카페인 아메리치노라떼 아이스(ICED),커피,100ml,51,,1.78,,7.33
커피_듀얼브루 디카페인 아메리카노 아이스(ICED),커피,100ml,6,,0.24,,0.96
커피_듀얼브루 디카페인 아메리카노 핫(HOT),커피,100ml,6,,0.25,,1
커피_듀얼브루 디카페인 카페라떼 아이스(ICED),커피,100ml,30,,1.49,,2.77
커피_듀얼브루 디카페인 카페라떼 핫(HOT),커피,100ml,51,,2.63,,4.74
커피_디카페인 니트로 커피,커피,100ml,3,,0,,
커피_디카페인 바닐라 딜라이트 아이스(ICED),커피,100ml,57,,1.69,,
커피_디카페인 바닐라 딜라이트 핫(HOT),커피,100ml,73,,2.82,,
커피_디카페인 버블 흑당 콜드브루 (EX),커피,100ml,79,,1.38,,
커피_디카페인 버블 흑당 콜드브루,커피,100ml,66,,1.21,,
커피_디카페인 아메리카노 아이스(ICED),커피,100ml,3,,0.28,,
커피_디카페인 아메리카노 핫(HOT),커피,100ml,3,,0.28,,
커피_디카페인 연유 콜드브루 (EX),커피,100ml,66,,1.97,,
커피_디카페인 연유 콜드브루 플로트  (V),커피,100ml,72,,2.15,,
커피_디카페인 연유 콜드브루 플로트 (L),커피,100ml,72,,2.27,,
커피_디카페인 연유 콜드브루 플로트 (R),커피,100ml,66,,1.95,,
커피_디카페인 연유 콜드브루,커피,100ml,64,,1.21,,
커피_디카페인 카페라떼 아이스(ICED),커피,100ml,34,,1.69,,
커피_디카페인 카페라떼 핫(HOT),커피,100ml,53,,2.54,,
커피_디카페인 콜드브루 라떼 (EX),커피,100ml,32,,1.52,,
커피_디카페인 콜드브루 라떼 (L),커피,100ml,22,,1,,
커피_디카페인 콜드브루 라떼 (R),커피,100ml,23,,0.86,,
커피_디카페인 콜드브루 라떼 (V),커피,100ml,25,,1.17,,
커피_디카페인 콜드브루 라떼,커피,100ml,27,,1.21,,
커피_디카페인 콜드브루 아메리카노 (EX),커피,100ml,2,,0.09,,
커피_디카페인 콜드브루 아메리카노 (L),커피,100ml,3,,0.2,,
커피_디카페인 콜드브루 아메리카노 (R),커피,100ml,3,,0,,
커피_디카페인 콜드브루 아메리카노 (V),커피,100ml,3,,0.17,,
커피_디카페인 콜드브루 아메리카노,커피,100ml,3,,0,,
커피_디카페인 콜드브루 아인슈페너,커피,100ml,20,,0.24,,
커피_디카페인 콜드브루 크림넛,커피,100ml,61,,1.45,,
커피_디카페인 콜드브루 티라미수,커피,100ml,83,,1.69,,
커피_디카페인 콜드브루 화이트비엔나,커피,100ml,70,,1.69,,
커피_디카페인 콜드브루라떼 연유,커피,100ml,60,,2.17,,
커피_디카페인 콜드브루라떼 흑당,커피,100ml,47,,1.33,,
커피_디카페인 콜드브루라떼,커피,100ml,27,,1.33,,
커피_디카페인 콜드브루,커피,100ml,2,,0.17,,
커피_디카페인 흑당 콜드브루 (EX),커피,100ml,61,,1.38,,
커피_디카페인 흑당 콜드브루,커피,100ml,60,,1.21,,
커피_딥초콜릿 카페라떼,커피,100ml,48,,1.52,0.86,
커피_라벤더 블론드 스타벅스 더블 샷,커피,100ml,72,,1.45,,
커피_라벤더 카페 브레베 아이스(ICED) (Tall),커피,100ml,94,,1.69,,
커피_라벤더 카페 브레베 핫(HOT) (Tall),커피,100ml,113,,2.25,,
커피_럼 샷 코르타도 (Short),커피,100ml,30,,1.27,,
커피_롱블랫 아이스(ICED) (Short),커피,100ml,5,,0.25,,
커피_롱블랫 핫(HOT) (Short),커피,100ml,4,,0.32,,
커피_리스트레또 딜라이트 아이스(ICED),커피,100ml,47,,1.69,,
커피_리스트레또 딜라이트 핫(HOT),커피,100ml,88,,3.39,,
커피_메가리카노 아이스(ICED),커피,100ml,2,,0.16,,
커피_모카 더블 베네프레소 (S),커피,100ml,81,,1.43,,
커피_모카 카페라떼 아이스(ICED) (J),커피,100ml,60,,1.69,,
커피_모카 카페라떼 아이스(ICED) (L),커피,100ml,60,,1.69,,
커피_모카 카페라떼 핫(HOT) (J),커피,100ml,137,,2.96,,
커피_모카 카페라떼 핫(HOT) (L),커피,100ml,98,,2.9,,
커피_민트모카 아이스(ICED) (L),커피,100ml,87,,1.62,,
커피_민트모카 아이스(ICED) (R),커피,100ml,95,,1.58,,
커피_민트모카 아이스(ICED),커피,100ml,81,,1.51,,
커피_민트모카 아이스(ICED),커피,100ml,81,,1.69,,
커피_민트모카 핫(HOT) (L),커피,100ml,129,,3.19,,
커피_민트모카 핫(HOT) (R),커피,100ml,131,,2.79,,
커피_민트모카 핫(HOT),커피,100ml,87,,2.01,,
커피_민트모카 핫(HOT),커피,100ml,109,,2.47,,
커피_민트카페모카 아이스(ICED),커피,100ml,61,,1,,
커피_민트카페모카 핫(HOT),커피,100ml,69,,1.73,,
커피_바닐라 더블 베네프레소 (S),커피,100ml,103,,0.95,,
커피_바닐라 라떼  핫(HOT),커피,100ml,56,,1.67,,
커피_바닐라 라떼 마끼아또 핫(HOT) (R),커피,100ml,64,,2.69,,
커피_바닐라 라떼 아이스(ICED) (L),커피,100ml,52,,1.56,,
커피_바닐라 라떼 아이스(ICED) (R),커피,100ml,51,,1.39,,
커피_바닐라 라떼 아이스(ICED),커피,100ml,50,,1.42,,
커피_바닐라 라떼 아이스(ICED),커피,100ml,38,,0.98,1.22,5.61
커피_바닐라 라떼 아이스(ICED),커피,100ml,36,,1.2,,
커피_바닐라 라떼 핫(HOT) (L),커피,100ml,61,,2,,
커피_바닐라 라떼 핫(HOT) (R),커피,100ml,62,,1.94,,
커피_바닐라 라떼 핫(HOT),커피,100ml,67,,2.11,,
커피_바닐라 라떼 핫(HOT),커피,100ml,75,,2.58,3.23,9.03
커피_바닐라 라떼 핫(HOT),커피,100ml,42,,1.56,,
커피_바닐라 빈 라떼 아이스(ICED) (Tall),커피,100ml,44,,1.41,,
커피_바닐라 빈 라떼 핫(HOT) (Tall),커피,100ml,69,,2.54,,
커피_바닐라 스타벅스 더블 샷,커피,100ml,60,,0.97,,
커피_바닐라 카페라떼 아이스(ICED) (J),커피,100ml,49,,1.69,,
커피_바닐라 카페라떼 아이스(ICED) (L),커피,100ml,49,,1.69,,
커피_바닐라 카페라떼 아이스(ICED),커피,100ml,46,,1.3,,7.39
커피_바닐라 카페라떼 아이스(ICED),커피,100ml,42,,1.21,,
커피_바닐라 카페라떼 핫(HOT) (J),커피,100ml,79,,2.75,,
커피_바닐라 카페라떼 핫(HOT) (L),커피,100ml,79,,2.9,,
커피_바닐라 카페라떼 핫(HOT),커피,100ml,69,,2.34,,10.13
커피_바닐라 카페라떼 핫(HOT),커피,100ml,59,,1.72,,
커피_바닐라 크림 콜드 브루 (Tall),커피,100ml,35,,0.85,,
커피_바닐라 플랫 화이트 (Tall),커피,100ml,62,,2.54,,
커피_바닐라딜라이트 아이스(ICED),커피,100ml,59,,1.69,,
커피_바닐라딜라이트 핫(HOT),커피,100ml,72,,2.82,,
커피_바닐라라떼 마끼아또 아이스(ICED) (L),커피,100ml,45,,1.57,,
커피_바닐라라떼 마끼아또 아이스(ICED) (R),커피,100ml,47,,1.28,,
커피_바닐라라떼 마끼아또 아이스(ICED) (V),커피,100ml,66,,1.77,,
커피_바닐라라떼 마끼아또 핫(HOT) (L),커피,100ml,62,,2.35,,
커피_바닐라라떼 아이스(ICED) (EX),커피,100ml,46,,1.52,,
커피_바닐라라떼 아이스(ICED) (L),커피,100ml,59,,2.02,,
커피_바닐라라떼 아이스(ICED) (R),커피,100ml,37,,1.3,,
커피_바닐라라떼 아이스(ICED),커피,100ml,41,,1.39,,
커피_바닐라라떼 아이스(ICED),커피,100ml,72,,1.5,,
커피_바닐라라떼 아이스(ICED),커피,100ml,40,,1.41,,
커피_바닐라라떼 아이스(ICED),커피,100ml,49,,1.97,,
커피_바닐라라떼 핫(HOT) (EX),커피,100ml,67,,2.54,,
커피_바닐라라떼 핫(HOT) (L),커피,100ml,65,,2.31,,
커피_바닐라라떼 핫(HOT) (R),커피,100ml,64,,2.4,,
커피_바닐라라떼 핫(HOT),커피,100ml,39,,1.49,,
커피_바닐라라떼 핫(HOT),커피,100ml,108,,2.77,,
커피_바닐라라떼 핫(HOT),커피,100ml,53,,1.99,,
커피_바닐라라떼 핫(HOT),커피,100ml,61,,2.82,,
커피_바닐라라떼,커피,100ml,41,,1.29,1.52,5.46
커피_바닐라빈 라떼 아이스(ICED),커피,100ml,64,,1.95,2.44,8.29
커피_바닐라빈 라떼 핫(HOT),커피,100ml,89,,2.9,3.55,11.29
커피_바닐라아메리카노 아이스(ICED),커피,100ml,17,,0.11,,
커피_바닐라아메리카노 핫(HOT),커피,100ml,14,,0.15,,
커피_바닐라카페라떼 아이스(ICED) (L),커피,100ml,45,,1.27,,
커피_바닐라카페라떼 아이스(ICED) (Max),커피,100ml,42,,1.18,,
커피_바닐라카페라떼 아이스(ICED) (R),커피,100ml,48,,1.41,,
커피_바닐라카페라떼 핫(HOT) (L),커피,100ml,66,,2.11,,
커피_바닐라카페라떼 핫(HOT) (R),커피,100ml,63,,1.97,,
커피_버블흑당콜드브루,커피,100ml,65,,1.21,,
커피_버터스카치라떼 아이스(ICED),커피,100ml,102,,1.46,5.85,10.73
커피_버터스카치라떼 핫(HOT),커피,100ml,99,,1.71,5.85,9.76
커피_베네캣 달고나 라떼 아이스(ICED) (R),커피,100ml,71,,1.39,,
커피_베네캣 달고나 라떼 핫(HOT) (R),커피,100ml,103,,2.5,,
커피_벨벳 다크 모카 나이트로 (Tall),커피,100ml,42,,0.56,,
커피_브라운슈가 버블 라떼,커피,100ml,89,,1.44,,
커피_브라질 만티게이라 BSCA,커피,100ml,1,,0.06,,
커피_브루잉 블라썸,커피,100ml,3,,0.33,,0.67
커피_브루잉 블랙와인,커피,100ml,3,,0.33,,0.67
커피_브루잉 아리차,커피,100ml,3,,0.33,,0.67
커피_브루잉 케냐AA,커피,100ml,3,,0.33,,0.67
커피_브루잉 콜롬비아,커피,100ml,3,,0.33,,0.67
커피_블랙펄카페라떼 아이스(ICED),커피,100ml,68,,1.42,,
커피_블론드 바닐라 더블 샷 마키아또 아이스(ICED) (Tall),커피,100ml,55,,1.41,,
커피_블론드 바닐라 더블 샷 마키아또 핫(HOT) (Tall),커피,100ml,89,,2.25,,
커피_블루밍 콜드브루 (L),커피,100ml,3,,0,,
커피_블루밍 콜드브루 (R),커피,100ml,3,,0,,
커피_블루밍 콜드브루 라떼 (L),커피,100ml,31,,1.33,,
커피_블루밍 콜드브루 라떼 (R),커피,100ml,31,,1.39,,
커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (L),커피,100ml,69,,1.78,,
커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (R),커피,100ml,62,,1.67,,
커피_블루밍 콜드브루 모카 프라페노 (L),커피,100ml,100,,1.11,,
커피_블루밍 콜드브루 모카 프라페노 (R),커피,100ml,100,,1.11,,
커피_블루밍 콜드브루 카라멜 마끼아또 (L),커피,100ml,51,,1.56,,
커피_블루밍 콜드브루 카라멜 마끼아또 (R),커피,100ml,51,,1.39,,
커피_블루스노우모카 아이스(ICED) (L),커피,100ml,86,,1.43,,
커피_블루스노우모카 아이스(ICED) (R),커피,100ml,79,,1.2,,
커피_블루스노우모카 핫(HOT) (L),커피,100ml,121,,2.32,,
커피_블루스노우모카 핫(HOT) (R),커피,100ml,116,,2.36,,
커피_비닐라 라떼 아이스(ICED),커피,100ml,41,,1.11,,
커피_빽’s 카페라떼 아이스(ICED),커피,100ml,32,,1.6,,
커피_빽’s 카페라떼 핫(HOT),커피,100ml,84,,2.67,,
커피_빽s카페라떼 아이스(ICED) (빽사이즈),커피,100ml,29,,1.47,,
커피_사케라또 비안코 오버 아이스(ICED) (Tall),커피,100ml,76,,0.85,,
커피_사케라또 아포가토 (Tall),커피,100ml,82,,1.13,,
커피_샷 토피넛 라떼 아이스(ICED),커피,100ml,78,,1.72,,
커피_샷 토피넛 라떼 핫(HOT),커피,100ml,99,,2.56,,
커피_숏카페라떼 아이스(ICED) (Short),커피,100ml,34,,1.35,,
커피_숏카페라떼 핫(HOT) (Short),커피,100ml,41,,1.69,,
커피_스타벅스 돌체 라떼 아이스(ICED) (Tall),커피,100ml,65,,2.82,,
커피_스타벅스 돌체 라떼 핫(HOT) (Tall),커피,100ml,72,,3.38,,
커피_스파클링 시트러스 에스프레소 (Tall),커피,100ml,18,,0,,
커피_스페니쉬연유카페라떼 아이스(ICED) (L),커피,100ml,95,,3.59,,
커피_스페니쉬연유카페라떼 아이스(ICED) (Max),커피,100ml,90,,3.38,,
커피_스페니쉬연유카페라떼 아이스(ICED) (R),커피,100ml,85,,3.14,,
커피_스페니쉬연유카페라떼 핫(HOT) (L),커피,100ml,49,,1.9,,
커피_스페니쉬연유카페라떼 핫(HOT) (R),커피,100ml,52,,1.97,,
커피_스페셜티 바닐라라떼 (R),커피,100ml,75,,2.51,1.59,
커피_스페셜티 아메리카노 (R),커피,100ml,6,,0.37,0.02,
커피_스페셜티 카라멜마끼아또 (R),커피,100ml,87,,2.51,1.62,
커피_스페셜티 카페라떼 (R),커피,100ml,55,,2.72,1.75,
커피_스페셜티 카페모카 (R),커피,100ml,80,,2.6,1.62,
커피_스페셜티 카푸치노 (R),커피,100ml,56,,2.78,1.8,
커피_시그니처 더 블랙 콜드 브루 보틀,커피,100ml,5,,0,,
커피_시그니처 콜드브루 (L),커피,100ml,3,,0.22,,
커피_시그니처 콜드브루 (R),커피,100ml,3,,0,,
커피_시그니처 콜드브루 라떼 (L),커피,100ml,29,,1.33,,
커피_시그니처 콜드브루 라떼 (R),커피,100ml,31,,1.39,,
커피_시그니처 콜드브루 라일락 바닐라빈 라떼 (L),커피,100ml,69,,1.78,,
커피_시그니처 콜드브루 라일락 바닐라빈 라떼 (R),커피,100ml,63,,1.67,,
커피_시그니처 콜드브루 모카 프라페노 (L),커피,100ml,75,,1.11,,
커피_시그니처 콜드브루 모카 프라페노 (R),커피,100ml,75,,1.11,,
커피_시그니처 콜드브루 바닐라 플로트 (R),커피,100ml,70,,1.39,,
커피_시그니처 콜드브루 브라운 슈가 버블 라떼 (R),커피,100ml,70,,1.39,,
커피_시그니처 콜드브루 오리지널 프라페노 (L),커피,100ml,65,,0.89,,
커피_시그니처 콜드브루 오리지널 프라페노 (R),커피,100ml,65,,0.83,,
커피_시그니처 콜드브루 카라멜 마끼아또 (L),커피,100ml,32,,1.56,,
커피_시그니처 콜드브루 카라멜 마끼아또 (R),커피,100ml,39,,1.67,,
커피_시그니처 콜드브루 카라멜 프라페노 (L),커피,100ml,74,,0.89,,
커피_시그니처 콜드브루 카라멜 프라페노 (R),커피,100ml,74,,0.83,,
