번호,음식_링크,음식_이름,이미지_링크,원재료 및 원산지,칼로리(kcal),탄수화물(g),단백질(g),총 지방(g)
275,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2362,오즈키친 햄치즈무스비,https://ottogi.co.kr/pds/product/2022-03-11_158472777[1].jpg,"쌀(외국산), 오뚜기햄[돼지고기(국산),정제소금(국산),설탕,카라기난,혼합제제(폴리인산나트륨,피로인산나트륨,메타인산나트륨)], 양파(중국산), 가공치즈(자연치즈,구연산삼나트륨,버터,정제소금,유고형분), 당근, 찹쌀, 대파, 스위트콘, 청피망, 카놀라유, 조미김, 설탕, 정제소금, 마요네즈, 복합조미식품, 가쓰오부시추출물, 향미유, 흑후추분말, 변성전분",250,31,9,10
276,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2363,페페로니디럭스_치즈크러스트_피자 510G,https://ottogi.co.kr/pds/product/2022-03-17_367582465[1].jpg,"피자치즈18.2%(모짜렐라치즈 89.3%,고다치즈 10%),모짜렐라치즈E 6.26% 체다치즈 4.14%,킬바사포크소시지탑핑3.97%, 미니페페로니 3.31%, 크림치즈 0.83%, 치즈파우더 체다타입 0.17%",400,40,20,18
277,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2364,시그니처익스트림_콘크러스트_피자 530G,https://ottogi.co.kr/pds/product/2022-03-17_367582465[3].jpg,"콘크림 15.9%(스위트콘13%, 슈퍼스위트콘믹스4%), 익스트림피자소스 7.95%, 킬바사소시지포크탑핑 4.77%",405,44,15,19
278,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2365,갈릭고르곤졸라_치즈크러스트_피자 460G,https://ottogi.co.kr/pds/product/2022-03-17_367582465[5].jpg,"피자치즈 20.29%(모짜렐라치즈 89.3%, 고다치즈 10%), 무슈고르곤갈릭소스 7.38%(고르곤졸라피칸테 5%), 모짜렐라치즈E 7.38%, 체다치즈 4.61%, 고르곤졸라치즈 1.29%, 갈릭칩 0.29%, 크림치즈 0.92%, 치즈파우더 체다타입 0.18%",460,44,21,22
279,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2366,옛날 국수 소면,https://ottogi.co.kr/pds/product/2022-03-21_1009000861[3].png,"밀가루(밀: 호주산, 미국산), 정제소금(국산)",340,69,9,3
280,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2367,콕콕콕 마요짜장볶이,https://ottogi.co.kr/pds/product/2022-03-25_576696415[14].JPG,"*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),감자전분,기타 식용유지가공품,글루텐,귀리식이섬유,난각분말,이스트엑기스,면류첨가알칼리제(산도조절제),비타민B2,녹차풍미유*스프류:오뚜기마요네스[식물성유지(외국산:아르헨티나,미국,중국 등),난황액{난황(계란:국산),정제소금(국산),난황액피엘},발효식초,설탕,정제소금],설탕,참맛간짜장분말,구수한짜장분말,짜장조미분말,짜장시즈닝분말,로스팅양파분말,시즈닝분말,정제소금,간장베이스,복합지미분,향미증진제,건양배추,대두단백,건양파- 밀,대두,계란,우유,쇠고기,돼지고기 함유- 닭고기,메밀,토마토,오징어,새우,게,고등어,땅콩,조개류(굴,홍합 포함) 혼입가능",600,83,11,25
281,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2368,스모키허니머스타드,https://ottogi.co.kr/pds/product/2022-04-08_994930564[1].jpg,"식물성유지[외국산(아르헨티나,미국,중국 등)], 기타과당, 정제수, 설탕, 샐러드머스터드7%(미국산:식초,머스터드,소금,터메릭,파프리카), 커스텀머스터드5%(미국산:식초,머스터드,소금,덱스트로오스,천연향), 히코리스모크오일 4.9%, 발효식초, 난황액, 아카시아꿀1%, 잔탄검, 슈가시럽, 향미유, 건조당밀, 효소제제, 향신료",465,23,0,41
282,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2369,오즈키친 버섯해물완자,https://ottogi.co.kr/pds/product/2022-04-26_980933916[25].jpg,"연육(베트남산,인도산,중국산:어육,설탕,산도조절제), 오징어(페루산), 표고버섯(국산), 당근, 옥수수전분, 건조빵가루(밀가루,쇼트닝,포도당,이스트,정제소금), 대파, 맛유, 분리대두단백, 양파, 새송이버섯(국산), 난백, 두부, 부추, 설탕, 활성밀글루텐, 오징어조미분말. 정제소금, 오징어농축액, 청양고추, 복합씨즈닝분말, 새우농축액, 홍합엑기스, 산도조절제, 새우(인도네시아산). 조개추출물분말, 표고버섯 엑기스분말, 향미증진제",150,13,9,7
283,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2370,오뚜기짜장,https://ottogi.co.kr/pds/product/2022-05-09_971489257[7].jpg,"밀가루(밀:미국산/호주산),짜장분23%[춘장(밀:미국산/호주산),카라멜색소,덱스트린],설탕,정제소금(국산),참맛짜장양념분(짜장풍미분,덱스트린,옥수수전분,정제소금,짜장베이스),양파씨즈닝믹스,감자혼합전분,혼합식용유,혼합제제(변성전분,설탕,덱스트린),카라멜색소,로스팅양파분,쌀가루,간장분말,조미양념분,식물성분해단백밀,대두,우유,돼지고기,쇠고기,닭고기 함유이 제품은 토마토,새우,계란,오징어,잣,조개류(굴 포함)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",335,62,10,5
284,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2371,삼선간짜장,https://ottogi.co.kr/pds/product/2022-05-09_971489257[9].jpg,"삼선간짜장분28%[춘장(밀:미국산/호주산),덱스트린,카라멜색소,양파소테(중국산),오뚜기굴소스,오징어엑기스,새우엑기스,표고버섯엑기스],감자혼합전분[감자전분(독일산),밀가루(밀:미국산/호주산)],설탕,밀가루(밀:미국산/호주산),정제소금,참맛짜장양념분,양파씨즈닝믹스,로스팅양파분,카라멜색소,혼합식용유,중화양념분,조미양념분,간장분말,식물성분해단백,마늘분,생강분밀,대두,우유,새우,오징어,조개류(굴),돼지고기,쇠고기,닭고기 함유이 제품은 토마토,계란,잣,조개류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",335,64,8,5
285,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2372,사천짜장,https://ottogi.co.kr/pds/product/2022-05-09_971489257[11].jpg,"밀가루(미국산/호주산),짜장분14.8%[춘장(밀:미국산/호주산),카라멜색소,덱스트린],설탕,정제소금(국산),감자혼합전분(감자전분,밀가루),사천풍양념(중화두반장,고추장,오뚜기굴소스),참맛짜장양념분,사천풍씨즈닝,로스팅양파분,조미양념분,혼합식용유,카라멜색소,식물성분해단백,조미고추맛분,간장분말,고추분,후추분밀,대두,돼지고기,쇠고기,닭고기,조개류(굴) 함유이 제품은 토마토,새우,계란,우유,오징어,잣,조개류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",340,63,8,6
286,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2374,알뜰국수,https://ottogi.co.kr/pds/product/2022-04-18_557924711[1].png,"밀가루(밀:호주산,미국산), 정제소금(국산)",340,69,9,3
287,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2375,쫄깃한쌀떡국떡,https://ottogi.co.kr/pds/product/2022-04-19_771728590[1].jpg,"쌀가루 99%(외국산),정제소금,주정",220,49,4,0.8
288,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2376,쫄깃한쌀떡볶이떡,https://ottogi.co.kr/pds/product/2022-04-19_771728590[3].jpg,"쌀가루99%(외국산),정제소금,주정",220,49,4,0.8
289,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2377,맛있는로제떡볶이,https://ottogi.co.kr/pds/product/2022-04-19_771728590[5].jpg,"*밀떡볶이떡 ? 밀가루98.2%(밀:호주산),정제소금,주정*중국식 넓은당면(중국산) ? 감자전분,고구마전분,타피오카전분,정제소금*로제떡볶이소스 ? 물엿, 우유(국산),정제수,진한요리크림(프랑스산:유크림,유화제,변성전분,펙틴,카라기난),설탕,고추분(중국산),분말유크림,토마토페이스트,고추장,정제소금,마늘,치킨엑기스,옥수수전분,리치버터,베이컨시즈닝분말,쇠고기다시,L-글루탐산나트륨(향미증진제),향미증진제,햄맛분말,양파엑기스,양파맛분말,체다치즈분말,카레분,칠리시즈닝,쿠민,후추분,산도조절제*크림분말 ? 분말유크림[유크림(이탈리아산),유당(미국산)],설탕,파슬리후레이크(파슬리:네덜란드산)우유,밀,대두,쇠고기,토마토,닭고기 함유",1310,260,20,21
290,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2378,오쉐프 쫄깃한쌀떡국떡,https://ottogi.co.kr/pds/product/2022-04-19_771728590[11].jpg,"쌀가루 99%(외국산),정제소금,주정",220,49,4,0.8
291,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2379,오쉐프 쫄깃한쌀떡볶이떡,https://ottogi.co.kr/pds/product/2022-04-19_771728590[13].jpg,"쌀가루 99%(외국산),정제소금,주정",220,49,4,0.8
292,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2380,검은콩으로 만든 생낫또,https://ottogi.co.kr/pds/product/2022-04-19_771728590[15].jpg,"검은콩낫또88%[검은콩100%(국산)],가쓰오조미소스[과당,미향{레몬식초(레몬농축과즙:이스라엘산)},정제수,양조간장(탈지대두:외국산),다시마엑기스,가쓰오부시농축액,가쓰오엑기스,L-글루탐산나트륨(향미증진제),정제소금,맛베이스,글리신,효모추출물,향미증진제,구연산,영양강화제],연겨자[겨자분(겨자:캐나다산),옥수수유(옥수수씨눈:외국산)",95,7,9,3.4
293,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2381,제주콩으로 만든 생감귤낫또,https://ottogi.co.kr/pds/product/2022-04-19_771728590[17].jpg,"낫또87%[대두100%(국산:제주도산)],가쓰오조미소스[과당,미향{레몬식초(레몬농축과즙:이스라엘산)},정제수,양조간장(탈지대두:외국산),다시마엑기스,가쓰오부시농축액,가쓰오엑기스,L-글루탐산나트륨(향미증진제),정제소금,맛베이스,글리신,효모추출물,향미증진제,구연산,영양강화제],제주감귤소스5%[온주밀감과피(국산:제주도산),설탕,마루메루밀감(국산:제주도산),온주밀감과즙(국산:제주도산),유자청,과당,유자액,벌꿀,구연산,잔탄검,레이지레몬주스]",95,8,9,2.9
294,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2382,짜슐랭,https://ottogi.co.kr/pds/product/2022-05-16_106881874[34].jpg,"*면: 소맥분(밀:호주산,미국산),감자전분(외국산:덴마크,프랑스,독일 등), 팜유(말레이시아산),변성전분,귀리식이섬유,면류첨가알칼리제(산도조절제),정제소금,유화유지,야채풍미액,난각분말,조미마늘엑기스,녹차풍미유,비타민B2*스프류: 구수한짜장분말,설탕,식물성유지,참맛간짜장분말,볶음간짜장분말,파풍미유,간장베이스,시즈닝분말,로스팅양파분말,구운감자분말,양파풍미유,정제소금,향미증진제,양파조미유,양파볶음베이스,식물성크림,영양강화제,혼합제제1(제삼인산칼슘,탄산칼슘),양파시즈닝오일,혼합제제2(효모추출물,해바라기유),고소한향미분말,대두단백,건양파,건양배추,조미맛단백,튀김감자다이스,건당근*밀,대두,계란,우유,쇠고기,돼지고기 함유*닭고기,메밀,토마토,오징어,새우,게,고등어,땅콩,조개류(굴,홍합 포함) 혼입가능",600,100,12,18
295,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2383,가벼운참치 라이트스탠다드,https://ottogi.co.kr/pds/product/2022-04-22_125624956[13].jpg,"가다랑어(원양산:태평양),정제수,대두유[외국산(아르헨티나,미국,중국 등)],양파엑기스(중국산),양배추엑기스",145,1,19,7
296,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2384,가벼운참치 더마일드,https://ottogi.co.kr/pds/product/2022-04-22_125624956[15].jpg,"가다랑어(원양산:태평양),정제수,대두유[외국산(아르헨티나,미국,중국 등)],조개엑기스[조개엑기스(조개:국산),굴바지락엑기스(굴:국산)],식물성분해단백,양파엑기스,감칠맛베이스,표고엑기스,양배추엑기스",120,3,19,3.6
297,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2385,가벼운참치 김치찌개용,https://ottogi.co.kr/pds/product/2022-04-22_125624956[11].jpg,"가다랑어(베트남산),정제수,김치찌개용소스[설탕,정제소금(국산),마늘엑기스(중국산),굴소스,덱스트린],대두유[외국산:아르헨티나,미국,중국 등],조개엑기스,고춧가루,콩발효맛내기,양파엑기스,파프리카추출색소",135,5,20,3.7
298,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2386,가벼운참치 고추,https://ottogi.co.kr/pds/product/2022-04-22_125624956[7].jpg,"황다랑어(베트남산),고추소스[설탕,고춧가루(중국산),정제소금(국산),마늘,양조간장],정제수,양파(국산),감자,당근,고추장,대두유,홍고추(중국산),토마토페이스트,변성전분,후추,파프리카추출색소",100,11,20,1.6
299,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2387,가벼운참치 야채,https://ottogi.co.kr/pds/product/2022-04-22_125624956[9].jpg,"황다랑어(베트남산),정제수,양파(국산),스위트콘[태국산:옥수수,설탕,소금,구연산],토마토페이스트,감자,설탕,완두,당근,사과농축액,대두유,변성전분,정제소금,양파맛분말,향미증진제",95,9,11,1.9
300,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2388,간단한끼 강된장참치,https://ottogi.co.kr/pds/product/2022-04-22_125624956[17].jpg,"가다랑어26.67%(원양산), 된장16%[대두(외국산),소맥분(밀:미국산,호주산),천일염,밀분해농축액,주정], 정제수, 설탕, 청양고추(국산), 마늘, 대두유, 고추맛기름, 참기름, 양파, 당근, 감자, 쇠고기육수농축액, 마늘분말, 고춧가루, 표고엑기스, 양파맛분말, 향미증진제, 오뚜기비프시즈닝, 식물성분해단백, 효모추출물",190,16,11,9
301,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2389,간단한끼 볶음고추장참치,https://ottogi.co.kr/pds/product/2022-04-22_125624956[19].jpg,"가다랑어26.67%(원양산),정제수,고추장9.6%[물엿,소맥분(밀:미국산,호주산),혼합양념(중국산),밀쌀,정제소금],설탕,된장[대두(외국산),소맥분(밀:미국산,호주산),천일염,밀분해농축액,주정],대두유,고추맛기름,참기름,마늘,양파,고춧가루(중국산),당근,오뚜기굴소스,감자,양조간장,핫스파이스분말,정제소금,식물성분해단백,양파맛분말,향미증진제,오뚜기비프시즈닝,효모추출물",205,17,10,11
302,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2391,미트치즈크림스파게티,https://ottogi.co.kr/pds/product/2022-04-28_120940755[1].jpg,"*스파게티면:스파게티면{터키산(듀럼밀세몰리나)},혼합제제(젖산,말티톨시럽,아디프산,초산,구연산나트륨),옥수수기름(옥수수씨눈-외국산)*미트소스:정제수,양파(국산),돼지고기(스페인산),토마토페이스트1,토마토페이스트2,토마토찹,쇠고기(호주산),토마토홀,쳐트니F,냉동마늘,피망,건당근후레이크,기타과당,비프엑기스,대두유,설탕,변성전분,샐러리,가공버터,밀가루,정제소금,크림버터혼합분말,치킨부용베이스,쇠고기진국다시,치킨엑기스,파마산블렌드골드,이스트엑기스분말,바질분말,파프리카색소,흑후추분말,월계수잎분말,*파마산치즈분말-엔:옥수수분말(옥수수-프랑스산),파마산파우더{옥수수분말(옥수수-프랑스산)},유미분,정제소금",830,132,26,22
303,https://ottogi.co.kr/product/product_view.asp?page=1&hcode=&mcode=&stxt=&orderby=NEW&idx=2393,그린가든 만두,https://ottogi.co.kr/pds/product/2022-04-27_980944631[7].jpg,"밀가루(밀:미국산,캐나다산,호주산), 두부[대두(외국산),응고제,혼합제제(규소수지,유화제,셀룰로스검)], 소이빈화이바[대두(외국산),혼합제제(식물성유지,글리세린지방산에스테르,레시틴,탄산마그네슘)], 물밤, 양배추, 양파, 대파, 당근, 두류가공품, 당면, 송화버섯, 부추, 혼합제제(변성전분,말토덱스트린), 향미유, 설탕, 양조간장, 참기름, 무, 정제소금, 마늘, 카놀라유, 유화유지, L-글루탐산나트륨제제[L-글루탐산나트륨(향미증진제),향미증진제], 생강, 후추분",505,75,20,14
